death_rate,cancer_rate,income,population,poverty,white,black,asian,married,birth
216.90 ,490.50 ,42.00 ,31552.00 ,15.50 ,89.40 ,7.20 ,0.50 ,52.40 ,3.40 
187.40 ,450.40 ,51.00 ,87757.00 ,15.50 ,84.10 ,11.70 ,0.75 ,50.00 ,5.30 
229.60 ,461.40 ,34.00 ,11830.00 ,20.80 ,96.20 ,1.60 ,0.00 ,54.90 ,5.10 
207.00 ,482.90 ,37.00 ,45771.00 ,20.60 ,95.10 ,2.20 ,0.30 ,59.50 ,6.56 
195.40 ,446.60 ,50.00 ,193479.00 ,13.90 ,71.70 ,19.23 ,2.10 ,53.60 ,6.70 
137.30 ,408.90 ,50.00 ,6322.00 ,12.50 ,94.40 ,3.86 ,0.00 ,60.40 ,0.70 
191.10 ,488.70 ,36.00 ,21498.00 ,23.40 ,94.20 ,4.30 ,0.00 ,57.40 ,3.70 
215.60 ,455.60 ,40.00 ,30639.00 ,20.80 ,86.30 ,10.50 ,0.30 ,50.50 ,4.10 
220.10 ,470.10 ,35.00 ,22129.00 ,18.90 ,97.70 ,0.81 ,0.30 ,59.10 ,3.80 
198.40 ,492.40 ,33.00 ,7929.00 ,23.60 ,94.90 ,2.80 ,0.10 ,49.10 ,9.32 
160.00 ,483.40 ,31.00 ,5146.00 ,19.20 ,97.70 ,0.70 ,0.00 ,63.20 ,8.70 
244.00 ,480.20 ,36.00 ,16773.00 ,20.30 ,96.70 ,0.30 ,0.10 ,54.90 ,1.60 
189.20 ,442.40 ,37.00 ,74553.00 ,20.80 ,94.20 ,2.40 ,1.10 ,46.10 ,3.60 
193.50 ,532.50 ,37.00 ,32526.00 ,22.00 ,94.50 ,2.49 ,0.10 ,49.10 ,6.64 
198.70 ,492.70 ,43.00 ,52753.00 ,18.00 ,94.40 ,2.60 ,0.50 ,52.80 ,3.10 
187.20 ,496.60 ,52.00 ,68570.00 ,13.40 ,87.70 ,7.50 ,0.50 ,57.70 ,6.00 
177.60 ,450.40 ,53.00 ,298612.00 ,14.70 ,79.70 ,13.48 ,3.00 ,53.06 ,4.90 
255.90 ,535.40 ,31.00 ,21950.00 ,24.50 ,98.30 ,0.22 ,0.10 ,49.50 ,5.68 
227.40 ,465.40 ,44.00 ,14811.00 ,18.70 ,89.70 ,0.20 ,0.00 ,54.90 ,3.24 
185.20 ,493.90 ,39.00 ,95946.00 ,17.70 ,94.50 ,0.70 ,1.20 ,53.00 ,6.40 
202.70 ,461.50 ,44.00 ,938069.00 ,23.00 ,40.20 ,52.70 ,2.50 ,37.70 ,6.40 
225.10 ,486.50 ,43.00 ,19295.00 ,15.00 ,95.52 ,2.30 ,0.20 ,57.30 ,3.60 
230.10 ,514.70 ,41.00 ,13259.00 ,17.50 ,93.50 ,1.60 ,1.20 ,57.00 ,3.00 
187.20 ,472.80 ,38.00 ,156791.00 ,18.50 ,94.60 ,1.90 ,0.60 ,50.30 ,4.80 
162.50 ,470.60 ,58.00 ,175989.00 ,11.30 ,88.70 ,6.90 ,1.30 ,57.00 ,5.10 
208.40 ,484.60 ,52.00 ,61870.00 ,15.40 ,78.20 ,18.20 ,0.76 ,54.50 ,6.80 
217.00 ,462.60 ,40.00 ,8042.00 ,17.50 ,85.90 ,12.00 ,1.20 ,52.10 ,9.78 
196.10 ,444.80 ,37.00 ,17860.00 ,20.10 ,97.00 ,0.80 ,0.30 ,50.30 ,6.40 
221.30 ,526.20 ,37.00 ,19119.00 ,22.60 ,98.00 ,0.60 ,0.10 ,54.80 ,3.50 
174.10 ,468.40 ,34.00 ,5677.00 ,20.60 ,97.10 ,0.60 ,0.80 ,56.00 ,4.50 
209.60 ,453.30 ,36.00 ,40435.00 ,19.00 ,91.90 ,1.30 ,0.49 ,47.41 ,7.00 
176.70 ,451.10 ,43.00 ,126302.00 ,16.70 ,92.10 ,3.90 ,1.40 ,47.90 ,4.08 
201.40 ,434.80 ,33.00 ,16748.00 ,23.30 ,92.00 ,6.20 ,0.25 ,55.30 ,6.41 
205.40 ,443.10 ,36.00 ,33960.00 ,21.50 ,88.40 ,9.10 ,0.10 ,49.50 ,5.01 
203.70 ,459.90 ,35.00 ,26521.00 ,21.90 ,95.80 ,1.73 ,0.00 ,55.10 ,5.20 
139.00 ,443.40 ,97.00 ,211672.00 ,5.60 ,89.80 ,4.40 ,3.60 ,70.00 ,4.47 
179.20 ,463.30 ,60.00 ,128911.00 ,10.10 ,88.30 ,6.76 ,1.33 ,58.40 ,4.30 
245.20 ,394.30 ,42.00 ,57580.00 ,20.40 ,74.20 ,21.20 ,0.60 ,52.90 ,7.10 
182.20 ,401.30 ,66.00 ,18105.00 ,10.70 ,92.30 ,1.96 ,0.40 ,62.70 ,10.80 
168.30 ,499.20 ,42.00 ,88255.00 ,17.90 ,78.40 ,15.10 ,1.00 ,51.10 ,5.70 
194.60 ,433.40 ,44.00 ,25350.00 ,17.50 ,88.70 ,1.68 ,1.66 ,55.80 ,8.10 
138.80 ,289.20 ,58.00 ,8715.00 ,9.40 ,94.10 ,1.00 ,0.47 ,65.30 ,3.58 
213.40 ,435.70 ,55.00 ,1947.00 ,11.00 ,90.10 ,1.20 ,0.00 ,67.90 ,2.90 
169.10 ,387.60 ,52.00 ,48435.00 ,16.90 ,91.70 ,0.80 ,0.30 ,53.20 ,5.60 
160.10 ,398.20 ,58.00 ,29563.00 ,11.20 ,84.80 ,8.80 ,0.00 ,58.70 ,4.60 
110.40 ,334.40 ,36.00 ,7210.00 ,19.90 ,84.90 ,2.06 ,0.40 ,58.20 ,2.60 
140.00 ,388.90 ,50.00 ,21269.00 ,13.50 ,93.50 ,1.40 ,0.22 ,56.60 ,6.42 
181.80 ,415.60 ,52.00 ,80527.00 ,14.70 ,81.10 ,7.90 ,0.90 ,55.80 ,4.60 
212.30 ,458.20 ,36.00 ,3618.00 ,18.30 ,93.10 ,1.90 ,0.00 ,48.60 ,6.07 
151.60 ,341.00 ,40.00 ,32874.00 ,24.90 ,82.20 ,8.70 ,0.20 ,47.30 ,8.60 
177.30 ,475.20 ,51.00 ,334941.00 ,14.20 ,64.70 ,21.50 ,2.90 ,52.50 ,5.80 
157.20 ,399.20 ,50.00 ,1897753.00 ,18.30 ,77.70 ,7.50 ,2.63 ,45.70 ,5.99 
154.00 ,372.80 ,57.00 ,11004.00 ,12.00 ,92.80 ,0.60 ,0.50 ,60.60 ,3.90 
190.70 ,393.20 ,44.00 ,17891.00 ,15.00 ,94.20 ,1.50 ,0.40 ,57.00 ,3.00 
184.80 ,427.60 ,41.00 ,93389.00 ,20.10 ,69.30 ,24.30 ,0.98 ,47.40 ,7.40 
169.30 ,429.30 ,73.00 ,346312.00 ,9.90 ,74.70 ,13.00 ,5.90 ,56.60 ,6.50 
151.80 ,424.70 ,41.00 ,215037.00 ,26.40 ,73.90 ,10.80 ,5.74 ,39.40 ,4.69 
160.40 ,387.70 ,40.00 ,9145.00 ,13.80 ,93.20 ,1.30 ,0.00 ,41.00 ,1.80 
173.30 ,408.00 ,27.00 ,7230.00 ,32.40 ,84.90 ,0.10 ,1.87 ,41.80 ,6.80 
188.40 ,427.70 ,41.00 ,37896.00 ,17.50 ,91.60 ,4.31 ,0.47 ,53.80 ,2.50 
224.00 ,508.00 ,33.00 ,13786.00 ,27.40 ,55.60 ,41.90 ,0.00 ,40.20 ,7.90 
172.60 ,490.90 ,51.00 ,125175.00 ,14.30 ,72.20 ,21.30 ,1.50 ,47.00 ,5.82 
199.40 ,492.80 ,39.00 ,251460.00 ,24.10 ,47.80 ,47.90 ,1.20 ,37.40 ,5.30 
192.20 ,490.40 ,45.00 ,198788.00 ,18.40 ,70.80 ,24.90 ,1.32 ,46.00 ,6.10 
200.10 ,467.60 ,36.00 ,9993.00 ,23.30 ,81.30 ,17.60 ,0.10 ,46.10 ,2.10 
133.30 ,509.40 ,59.00 ,6817.00 ,12.20 ,94.50 ,3.09 ,0.30 ,65.60 ,7.70 
224.90 ,504.40 ,34.00 ,10147.00 ,23.30 ,66.30 ,32.50 ,0.00 ,50.90 ,2.50 
177.80 ,473.50 ,35.00 ,16295.00 ,28.20 ,46.50 ,50.20 ,0.00 ,39.70 ,8.81 
216.10 ,480.40 ,31.00 ,20142.00 ,30.90 ,57.90 ,41.20 ,0.10 ,41.20 ,2.80 
197.80 ,503.80 ,40.00 ,27052.00 ,23.50 ,58.10 ,38.00 ,0.30 ,45.40 ,5.40 
178.80 ,487.10 ,46.00 ,446753.00 ,18.40 ,48.60 ,45.50 ,3.20 ,38.80 ,4.50 
250.70 ,512.70 ,25.00 ,7307.00 ,43.00 ,28.70 ,69.70 ,0.20 ,28.90 ,4.30 
212.20 ,570.80 ,41.00 ,19696.00 ,20.40 ,53.74 ,44.90 ,0.10 ,47.00 ,4.20 
211.40 ,459.20 ,32.00 ,33743.00 ,24.10 ,68.50 ,27.90 ,0.10 ,45.10 ,8.60 
140.50 ,479.60 ,32.00 ,20410.00 ,29.00 ,66.20 ,32.70 ,0.10 ,42.80 ,5.70 
222.70 ,482.70 ,40.00 ,22343.00 ,22.80 ,80.00 ,14.40 ,0.10 ,50.20 ,3.70 
205.90 ,515.40 ,45.00 ,74103.00 ,19.40 ,62.30 ,31.40 ,2.70 ,46.40 ,6.60 
225.10 ,586.20 ,47.00 ,33095.00 ,19.90 ,49.50 ,48.10 ,0.10 ,41.80 ,4.90 
217.70 ,518.60 ,37.00 ,15858.00 ,24.60 ,68.00 ,30.20 ,0.17 ,46.80 ,4.00 
188.60 ,473.90 ,47.00 ,436275.00 ,15.80 ,63.86 ,26.50 ,4.20 ,41.60 ,5.17 
208.00 ,499.60 ,37.00 ,31439.00 ,21.70 ,79.70 ,17.10 ,0.33 ,45.90 ,7.20 
182.90 ,487.30 ,51.00 ,240098.00 ,15.10 ,69.90 ,25.70 ,1.60 ,43.50 ,6.00 
198.70 ,467.50 ,47.00 ,98325.00 ,17.60 ,79.50 ,13.40 ,0.80 ,51.10 ,4.82 
209.60 ,464.80 ,44.00 ,14974.00 ,18.00 ,86.90 ,11.20 ,0.10 ,53.70 ,5.10 
205.70 ,436.30 ,32.00 ,47774.00 ,29.70 ,54.40 ,40.90 ,1.80 ,37.30 ,4.30 
186.50 ,494.60 ,58.00 ,137788.00 ,12.30 ,91.00 ,6.10 ,0.40 ,54.20 ,5.70 
181.90 ,379.00 ,26.00 ,11514.00 ,41.40 ,36.20 ,62.00 ,0.10 ,34.20 ,4.46 
186.40 ,457.30 ,30.00 ,26395.00 ,29.40 ,50.40 ,47.30 ,0.30 ,42.00 ,5.00 
181.50 ,447.20 ,34.00 ,39179.00 ,31.10 ,54.70 ,40.48 ,0.60 ,40.50 ,3.70 
193.60 ,466.00 ,35.00 ,389617.00 ,27.90 ,34.30 ,59.50 ,3.00 ,26.70 ,5.10 
199.70 ,480.90 ,40.00 ,156761.00 ,23.60 ,60.10 ,37.30 ,0.90 ,41.70 ,6.10 
180.70 ,458.70 ,51.00 ,23495.00 ,16.00 ,69.20 ,20.90 ,3.30 ,51.10 ,6.55 
188.20 ,507.40 ,44.00 ,22251.00 ,18.30 ,62.10 ,35.90 ,0.30 ,45.70 ,4.30 
189.00 ,484.90 ,40.00 ,132141.00 ,19.80 ,64.00 ,32.00 ,1.50 ,44.90 ,4.20 
172.20 ,431.70 ,33.00 ,8593.00 ,25.30 ,58.70 ,39.00 ,0.10 ,41.70 ,10.40 
191.30 ,456.40 ,36.00 ,20523.00 ,24.90 ,62.50 ,36.10 ,0.20 ,49.90 ,3.40 
202.50 ,500.40 ,39.00 ,24186.00 ,21.20 ,70.50 ,16.70 ,0.40 ,50.00 ,6.37 
233.10 ,516.90 ,45.00 ,45408.00 ,17.90 ,72.20 ,21.60 ,2.27 ,44.70 ,5.70 
190.30 ,470.80 ,60.00 ,52812.00 ,12.10 ,70.60 ,26.30 ,1.10 ,50.90 ,6.10 
212.50 ,461.50 ,35.00 ,10567.00 ,24.00 ,44.60 ,52.70 ,0.00 ,42.30 ,3.09 
201.20 ,497.40 ,47.00 ,21567.00 ,16.10 ,48.70 ,50.30 ,0.10 ,47.50 ,4.40 
200.60 ,460.80 ,47.00 ,43626.00 ,20.80 ,42.10 ,54.30 ,0.50 ,47.20 ,4.70 
217.80 ,530.40 ,32.00 ,83848.00 ,30.10 ,56.40 ,40.90 ,0.39 ,42.70 ,6.97 
198.10 ,499.70 ,46.00 ,53835.00 ,18.00 ,65.80 ,29.70 ,1.00 ,50.30 ,6.46 
200.60 ,474.00 ,42.00 ,52810.00 ,21.80 ,59.90 ,31.10 ,1.60 ,41.70 ,6.30 
177.70 ,494.50 ,63.00 ,250088.00 ,11.20 ,83.70 ,11.70 ,1.60 ,55.80 ,5.40 
207.10 ,489.90 ,39.00 ,128755.00 ,22.50 ,67.10 ,29.70 ,0.80 ,45.50 ,3.40 
142.50 ,389.00 ,27.00 ,4740.00 ,32.00 ,42.80 ,56.50 ,0.00 ,32.00 ,2.93 
213.20 ,493.10 ,49.00 ,113972.00 ,20.90 ,71.20 ,18.50 ,0.91 ,47.70 ,5.20 
220.20 ,463.90 ,38.00 ,22477.00 ,22.00 ,71.30 ,25.90 ,0.20 ,50.50 ,4.30 
180.30 ,529.10 ,45.00 ,59875.00 ,18.30 ,81.10 ,14.10 ,2.10 ,48.40 ,5.61 
204.50 ,478.10 ,46.00 ,50803.00 ,13.90 ,77.00 ,14.30 ,1.70 ,55.90 ,7.23 
224.80 ,536.60 ,29.00 ,46371.00 ,29.10 ,67.50 ,30.10 ,0.20 ,45.30 ,6.40 
205.00 ,485.30 ,36.00 ,40021.00 ,22.20 ,63.60 ,34.30 ,0.30 ,42.30 ,6.00 
182.80 ,526.70 ,51.00 ,25490.00 ,20.50 ,59.80 ,37.80 ,0.60 ,47.00 ,5.54 
195.60 ,443.20 ,33.00 ,11293.00 ,22.50 ,81.60 ,16.70 ,0.10 ,46.10 ,5.70 
148.20 ,429.00 ,53.00 ,15385.00 ,24.00 ,52.90 ,45.70 ,0.00 ,54.40 ,6.80 
227.50 ,524.40 ,36.00 ,14568.00 ,26.80 ,65.60 ,32.60 ,0.00 ,49.40 ,4.90 
188.00 ,478.20 ,46.00 ,107233.00 ,15.40 ,92.50 ,1.40 ,0.80 ,46.20 ,5.20 
188.20 ,472.80 ,36.00 ,68628.00 ,20.10 ,95.30 ,0.70 ,0.50 ,50.42 ,5.00 
173.30 ,479.60 ,61.00 ,289977.00 ,10.80 ,92.51 ,2.70 ,2.10 ,47.80 ,3.80 
167.50 ,435.20 ,41.00 ,29991.00 ,15.80 ,97.00 ,0.40 ,0.50 ,52.40 ,3.48 
165.40 ,491.90 ,45.00 ,54659.00 ,12.90 ,96.66 ,0.50 ,0.90 ,49.70 ,5.10 
193.20 ,478.40 ,45.00 ,119980.00 ,13.80 ,96.01 ,0.80 ,0.80 ,47.20 ,4.80 
169.40 ,484.90 ,50.00 ,39855.00 ,13.90 ,96.70 ,0.70 ,0.70 ,48.90 ,4.60 
170.60 ,436.60 ,47.00 ,33969.00 ,11.70 ,97.34 ,0.10 ,1.20 ,50.60 ,5.80 
189.00 ,477.60 ,40.00 ,57202.00 ,16.10 ,96.80 ,0.40 ,0.62 ,49.90 ,4.60 
187.50 ,507.30 ,42.00 ,152692.00 ,18.00 ,95.20 ,0.80 ,1.10 ,48.00 ,4.10 
194.00 ,478.10 ,36.00 ,16931.00 ,20.30 ,96.60 ,0.40 ,0.47 ,48.80 ,6.30 
173.60 ,451.70 ,55.00 ,35149.00 ,10.50 ,95.90 ,0.70 ,0.70 ,49.70 ,5.30 
200.20 ,458.30 ,39.00 ,51113.00 ,17.30 ,97.00 ,0.30 ,0.30 ,48.90 ,4.70 
180.10 ,484.00 ,46.00 ,39155.00 ,15.00 ,96.90 ,0.50 ,0.60 ,50.30 ,4.98 
216.70 ,501.50 ,38.00 ,31625.00 ,18.50 ,91.60 ,0.60 ,0.50 ,46.80 ,5.79 
173.70 ,497.70 ,55.00 ,201169.00 ,11.20 ,96.10 ,0.68 ,1.13 ,51.20 ,5.05 
172.20 ,519.30 ,39.00 ,72528.00 ,18.50 ,88.60 ,8.00 ,0.90 ,45.90 ,4.60 
176.00 ,468.10 ,86.00 ,564195.00 ,6.70 ,74.70 ,15.90 ,3.60 ,53.20 ,5.29 
171.00 ,472.30 ,67.00 ,831128.00 ,9.80 ,63.30 ,27.10 ,5.64 ,45.90 ,5.07 
175.20 ,444.50 ,92.00 ,90595.00 ,7.20 ,81.90 ,12.70 ,1.40 ,57.50 ,3.50 
185.60 ,465.10 ,49.00 ,32579.00 ,16.00 ,81.00 ,13.80 ,0.50 ,51.20 ,5.40 
171.10 ,456.20 ,84.00 ,167627.00 ,5.90 ,92.70 ,3.30 ,1.70 ,61.30 ,4.30 
195.50 ,484.30 ,62.00 ,102382.00 ,10.60 ,88.90 ,6.76 ,1.30 ,54.40 ,4.30 
186.70 ,420.50 ,86.00 ,156118.00 ,7.20 ,48.40 ,42.20 ,3.30 ,52.70 ,4.70 
185.40 ,481.60 ,42.00 ,32384.00 ,17.50 ,66.90 ,28.00 ,1.00 ,44.50 ,5.46 
155.60 ,435.90 ,83.00 ,245322.00 ,6.50 ,81.40 ,9.00 ,4.26 ,56.57 ,4.60 
154.80 ,417.10 ,47.00 ,29460.00 ,12.40 ,97.30 ,0.60 ,0.40 ,57.20 ,6.60 
169.90 ,485.50 ,79.00 ,250290.00 ,8.00 ,80.00 ,13.30 ,2.80 ,56.60 ,6.16 
131.90 ,418.10 ,106.00 ,313414.00 ,6.10 ,60.10 ,18.10 ,16.20 ,60.20 ,5.20 
180.00 ,461.70 ,53.00 ,19787.00 ,13.80 ,82.30 ,15.40 ,1.00 ,48.50 ,4.50 
120.10 ,392.90 ,97.00 ,1040116.00 ,7.20 ,55.60 ,17.60 ,14.60 ,53.70 ,5.30 
172.70 ,401.90 ,71.00 ,909535.00 ,10.30 ,20.40 ,63.40 ,4.30 ,39.10 ,5.00 
173.80 ,429.60 ,80.00 ,48904.00 ,7.50 ,89.60 ,7.41 ,0.90 ,62.30 ,5.60 
181.50 ,423.20 ,84.00 ,111413.00 ,8.60 ,79.10 ,14.30 ,2.70 ,57.50 ,5.42 
216.50 ,511.90 ,38.00 ,25768.00 ,25.50 ,52.70 ,41.80 ,1.10 ,37.90 ,5.30 
161.90 ,454.60 ,54.00 ,37512.00 ,11.70 ,82.20 ,11.90 ,1.50 ,50.70 ,3.33 
181.00 ,457.00 ,54.00 ,149585.00 ,13.80 ,83.70 ,10.30 ,1.70 ,49.80 ,5.90 
204.30 ,532.10 ,51.00 ,102370.00 ,16.90 ,68.70 ,24.10 ,3.00 ,47.10 ,5.40 
186.80 ,499.80 ,55.00 ,51540.00 ,11.90 ,82.60 ,14.20 ,1.50 ,50.80 ,5.63 
226.00 ,497.20 ,41.00 ,621849.00 ,23.30 ,30.30 ,62.80 ,2.60 ,24.00 ,5.40 
163.00 ,505.00 ,64.00 ,214333.00 ,8.90 ,92.80 ,2.60 ,1.40 ,49.60 ,3.52 
157.00 ,464.30 ,49.00 ,127828.00 ,13.00 ,91.80 ,2.80 ,1.50 ,43.50 ,4.60 
189.60 ,430.50 ,53.00 ,11721.00 ,14.00 ,84.40 ,6.30 ,0.40 ,50.40 ,7.10 
158.00 ,424.80 ,55.00 ,34765.00 ,15.00 ,78.20 ,17.10 ,1.77 ,52.60 ,5.10 
139.10 ,332.20 ,37.00 ,269721.00 ,32.30 ,94.20 ,0.40 ,0.60 ,52.80 ,6.90 
173.10 ,424.50 ,44.00 ,41486.00 ,16.80 ,82.90 ,14.40 ,0.06 ,47.50 ,5.70 
193.70 ,434.90 ,52.00 ,5657.00 ,12.00 ,88.00 ,2.30 ,0.50 ,57.83 ,7.70 
184.80 ,403.50 ,43.00 ,131705.00 ,19.30 ,80.50 ,10.40 ,2.10 ,46.00 ,6.10 
181.50 ,480.20 ,39.00 ,13027.00 ,15.80 ,82.80 ,9.10 ,0.53 ,45.50 ,6.30 
167.30 ,345.60 ,29.00 ,21903.00 ,38.80 ,94.79 ,1.60 ,0.10 ,52.80 ,4.80 
152.80 ,368.30 ,62.00 ,47520.00 ,11.00 ,93.40 ,1.60 ,0.26 ,61.40 ,5.30 
182.90 ,383.00 ,55.00 ,8005.00 ,13.50 ,88.30 ,3.30 ,0.40 ,55.21 ,7.10 
180.00 ,389.30 ,59.00 ,62953.00 ,10.00 ,94.30 ,1.20 ,0.40 ,61.70 ,7.01 
167.60 ,417.00 ,42.00 ,43356.00 ,15.40 ,90.30 ,4.80 ,0.60 ,57.30 ,6.90 
158.80 ,412.10 ,60.00 ,8546.00 ,11.40 ,92.00 ,1.40 ,0.80 ,61.90 ,5.60 
191.10 ,428.00 ,41.00 ,18270.00 ,16.40 ,94.10 ,1.10 ,0.30 ,58.00 ,6.00 
112.50 ,340.90 ,33.00 ,14374.00 ,32.60 ,97.20 ,1.10 ,0.00 ,54.50 ,9.70 
126.30 ,321.00 ,26.00 ,12235.00 ,31.00 ,91.20 ,0.46 ,0.00 ,42.00 ,5.00 
168.70 ,421.40 ,50.00 ,6354.00 ,9.80 ,96.50 ,0.15 ,0.00 ,59.89 ,12.70 
137.30 ,377.60 ,56.00 ,52097.00 ,11.60 ,93.20 ,0.30 ,0.90 ,68.60 ,8.80 
104.10 ,376.10 ,51.00 ,120783.00 ,14.20 ,90.50 ,0.80 ,2.20 ,64.40 ,7.22 
155.90 ,433.10 ,47.00 ,20479.00 ,15.70 ,92.40 ,0.70 ,0.60 ,52.68 ,8.20 
119.30 ,428.80 ,70.00 ,336043.00 ,7.20 ,89.70 ,1.20 ,1.90 ,68.10 ,7.25 
155.50 ,448.10 ,61.00 ,20862.00 ,11.60 ,91.00 ,0.20 ,0.50 ,65.80 ,10.00 
113.20 ,339.00 ,49.00 ,10370.00 ,12.90 ,98.90 ,0.20 ,0.06 ,67.10 ,7.30 
105.40 ,399.00 ,45.00 ,5009.00 ,12.20 ,95.10 ,0.77 ,0.80 ,58.70 ,3.10 
179.80 ,404.10 ,43.00 ,9516.00 ,15.00 ,92.80 ,0.29 ,1.40 ,44.00 ,2.80 
131.10 ,418.00 ,43.00 ,48368.00 ,22.10 ,91.10 ,0.70 ,0.70 ,58.70 ,9.60 
136.90 ,392.30 ,55.00 ,10594.00 ,11.40 ,94.60 ,0.11 ,0.30 ,67.60 ,6.40 
129.00 ,398.90 ,48.00 ,7131.00 ,11.80 ,93.80 ,0.20 ,0.10 ,51.50 ,4.95 
131.60 ,361.50 ,52.00 ,12645.00 ,12.90 ,88.80 ,0.42 ,0.70 ,65.40 ,8.90 
138.70 ,380.50 ,82.00 ,11065.00 ,4.60 ,96.90 ,0.36 ,0.77 ,78.10 ,6.10 
166.40 ,347.20 ,56.00 ,2311.00 ,10.30 ,96.90 ,0.10 ,0.00 ,70.80 ,8.00 
130.90 ,417.30 ,62.00 ,1107314.00 ,11.90 ,82.30 ,1.68 ,3.70 ,54.80 ,6.63 
123.90 ,261.10 ,40.00 ,15772.00 ,29.20 ,49.60 ,0.20 ,0.74 ,54.10 ,4.94 
156.70 ,383.80 ,44.00 ,28778.00 ,17.10 ,89.80 ,0.80 ,0.80 ,67.20 ,5.60 
154.20 ,417.40 ,48.00 ,20984.00 ,12.10 ,95.30 ,0.40 ,0.20 ,62.80 ,9.90 
123.60 ,432.70 ,92.00 ,39633.00 ,6.80 ,94.90 ,0.53 ,2.00 ,63.80 ,4.10 
146.70 ,489.90 ,64.00 ,62952.00 ,8.10 ,91.70 ,0.61 ,0.90 ,64.90 ,6.92 
133.20 ,365.50 ,65.00 ,37928.00 ,9.60 ,87.80 ,0.60 ,0.45 ,60.50 ,9.70 
120.40 ,394.90 ,60.00 ,575205.00 ,12.60 ,91.90 ,0.60 ,1.50 ,71.10 ,8.60 
114.50 ,432.50 ,65.00 ,29161.00 ,7.10 ,96.40 ,0.06 ,1.40 ,64.70 ,3.60 
124.80 ,408.40 ,50.00 ,155602.00 ,12.90 ,92.00 ,0.60 ,0.60 ,63.40 ,6.60 
129.30 ,366.90 ,42.00 ,2692.00 ,14.10 ,96.40 ,0.70 ,0.70 ,66.40 ,11.10 
134.20 ,417.90 ,59.00 ,243645.00 ,12.30 ,88.20 ,1.10 ,1.20 ,56.80 ,7.60 
173.30 ,436.90 ,59.00 ,37035.00 ,9.50 ,94.90 ,0.96 ,1.88 ,53.40 ,4.70 
176.10 ,488.00 ,44.00 ,36317.00 ,14.40 ,96.40 ,0.50 ,0.49 ,49.10 ,3.90 
184.30 ,476.20 ,45.00 ,30780.00 ,13.90 ,96.50 ,0.60 ,0.70 ,48.90 ,3.31 
159.00 ,463.70 ,61.00 ,161382.00 ,11.00 ,91.58 ,2.40 ,3.20 ,46.90 ,4.20 
171.30 ,492.70 ,35.00 ,6163.00 ,19.60 ,96.70 ,0.60 ,0.39 ,49.80 ,4.94 
187.80 ,450.40 ,59.00 ,48799.00 ,9.10 ,95.50 ,0.40 ,0.30 ,53.50 ,4.60 
206.10 ,548.50 ,60.00 ,6861.00 ,9.10 ,94.90 ,0.00 ,0.40 ,58.00 ,4.00 
173.70 ,461.60 ,49.00 ,25235.00 ,12.60 ,95.90 ,0.80 ,0.51 ,47.80 ,3.90 
175.50 ,479.70 ,53.00 ,28899.00 ,12.80 ,96.60 ,0.50 ,0.50 ,52.00 ,4.70 
172.00 ,438.80 ,42.00 ,27100.00 ,16.20 ,96.60 ,0.50 ,0.50 ,49.30 ,4.70 
178.80 ,476.00 ,44.00 ,59736.00 ,13.50 ,96.90 ,0.60 ,0.70 ,47.90 ,4.10 
165.80 ,467.30 ,58.00 ,58612.00 ,11.00 ,96.10 ,0.90 ,0.80 ,48.40 ,2.90 
183.70 ,463.30 ,49.00 ,43386.00 ,12.90 ,94.90 ,0.93 ,1.10 ,47.10 ,3.50 
160.40 ,461.90 ,51.00 ,55737.00 ,12.10 ,95.90 ,0.67 ,0.90 ,49.80 ,4.80 
216.20 ,479.40 ,38.00 ,32973.00 ,19.40 ,68.00 ,28.70 ,0.10 ,47.50 ,4.30 
143.80 ,372.90 ,67.00 ,105703.00 ,9.10 ,81.50 ,9.40 ,4.40 ,52.90 ,5.00 
189.50 ,401.80 ,45.00 ,15677.00 ,15.80 ,92.80 ,5.30 ,0.20 ,51.40 ,8.10 
216.50 ,522.50 ,51.00 ,12903.00 ,12.90 ,73.30 ,24.30 ,0.10 ,61.60 ,6.60 
183.90 ,427.40 ,43.00 ,31914.00 ,13.70 ,76.80 ,18.40 ,0.70 ,51.00 ,5.28 
178.90 ,432.60 ,44.00 ,15414.00 ,15.10 ,77.50 ,20.30 ,0.11 ,54.80 ,4.40 
136.50 ,369.70 ,107.00 ,229164.00 ,8.50 ,72.10 ,8.50 ,9.90 ,37.60 ,5.30 
167.10 ,408.90 ,57.00 ,74314.00 ,9.80 ,93.10 ,4.05 ,0.60 ,59.30 ,5.59 
173.00 ,419.30 ,43.00 ,4470.00 ,11.50 ,94.00 ,3.40 ,0.00 ,47.30 ,8.00 
220.50 ,472.20 ,42.00 ,6561.00 ,14.10 ,94.20 ,5.00 ,0.00 ,53.60 ,5.20 
148.70 ,401.60 ,63.00 ,33347.00 ,7.80 ,94.00 ,3.50 ,0.20 ,63.80 ,3.60 
165.30 ,463.40 ,37.00 ,16698.00 ,21.90 ,41.90 ,55.80 ,0.40 ,43.10 ,4.70 
175.80 ,325.80 ,32.00 ,22776.00 ,23.20 ,95.60 ,2.70 ,0.50 ,51.50 ,6.46 
191.80 ,390.10 ,38.00 ,17032.00 ,22.80 ,61.50 ,34.50 ,0.52 ,50.70 ,3.64 
160.10 ,384.70 ,46.00 ,55086.00 ,14.50 ,81.80 ,14.00 ,0.80 ,54.10 ,4.70 
