death_rate,cancer_rate,income,population,poverty,white,black,asian,married,birth
169.5,498.9,51,749600,14.2,76,15.3,3.5,42.5,4.7
170.1,511,40,49642,18.9,88.9,2.1,0.7,43.7,6
145.8,514.3,98,1361350,6.7,70.2,11.4,8.51,60.7,4.4
145.2,463.9,75,1644518,17.7,56.4,15,11.7,26.7,3.5
177.1,507.2,49,212652,13.4,88,7.4,1.16,45.3,4.9
173.9,501.5,48,232500,17.7,86,6.02,3.6,43.5,5.6
180.4,525.9,52,468463,16.1,80.4,11.1,3.56,43.4,4.9
162.9,484.6,58,109561,11.5,93.4,2.5,1.2,49.4,5.3
173.6,503.5,69,377647,13.4,75.1,10.1,2.6,54.3,5.2
184.2,495.9,46,41582,15.5,89.5,6.05,0.6,49,4.4
205,459.8,36,5526,21.9,63.4,35.3,0.4,44.78,7.3
181,477.1,54,169866,12.7,81.5,12.3,2.3,54.9,4.8
177.2,458.4,38,41265,23.5,83.3,3.1,0.87,46.3,3.1
184.9,459.8,50,185660,15.3,78.4,15,0.7,55.4,5.3
205.2,464.6,38,10013,22.2,65.1,31.7,0.1,49.1,5.4
182.2,462.5,46,59660,18.5,69.2,19.1,1.1,49.6,5.26
194,524.4,35,58106,22.1,55.2,40.2,0.6,41.6,6.2
165.7,460.5,49,81035,16,89.3,5.4,0.5,58.7,4.7
181.8,483.7,37,44989,17.6,90.5,3.9,0.78,50,5.5
161.4,440,37,34201,18.1,92.2,1.1,0.7,51.7,5.2
143.7,416.2,38,21139,19.9,95.8,1.9,0.48,55.3,4.3
177,491.5,35,23357,19.7,53.3,43.6,0.2,46.9,3.6
158.6,451,59,1034070,15.2,56.7,30.9,5.2,43.2,5.4
180.9,450.3,36,15246,19.2,96.6,0.9,0.31,54.1,3.81
153.3,447.6,38,27548,21.1,77.2,18.5,1.57,47.1,5.7
160.3,483.6,51,94352,15.5,82.8,12.3,1.1,53.4,3.69
189,452.5,43,93919,18.2,54.4,38.2,0.84,44.2,6.2
164,442.6,49,220358,18,81.1,14.4,1.4,43,4.9
189.9,452.7,32,20426,25.8,40,56.81,0.1,37.3,2.45
179.9,477.5,47,186311,14.3,74.3,15.5,1.8,55.9,9.2
157.3,436.7,60,141354,14.1,75,11.7,7.3,47.7,4.2
151.3,499.4,43,12781,17.9,75.2,19,0.3,55.4,5.1
203.9,473.4,44,39829,18.8,58.62,36.9,1.4,50.7,5
169.8,463.5,45,57611,15.4,76.3,17.1,0.21,52.1,3.01
159.5,400,41,13440,17.1,73,24.3,0,53.5,7.83
198.1,477.8,45,39259,18.7,68.8,27.4,0.43,45.4,6.1
171.8,457.6,41,175842,23.4,58.7,34.1,1.7,39.19,4.1
156.1,423.9,45,20366,14.7,91.4,5.1,0.1,53.5,4.75
177.5,502.3,41,142799,16.7,87.5,6,1,51.9,5
205.3,490.6,34,45437,24.7,62.7,31.7,0.2,40.4,4.2
193,409.6,30,134197,33.1,30.1,24.1,0.8,40.6,6
194.3,520.3,39,91758,19.4,75.5,18.4,0.5,47.4,5.1
189.8,508.1,44,139142,18,78.1,16.1,0.9,49.5,4.9
174.8,443.9,35,66390,21.5,85.4,10.2,0.6,50,6
183.6,454.3,33,63724,29,61.2,25.7,0.4,46.2,5.1
189.6,487.8,32,35509,28.9,46.1,38.5,0.8,40.2,6.8
180.6,495.6,41,60714,16.5,84.9,10.4,1.9,51.9,4.9
184.5,460.9,45,46351,13.8,93.1,4.1,0.3,54.7,5
198.1,481.1,37,72743,18.9,92.3,3.7,0.6,52,4.7
215.3,516.6,34,14434,19.3,64.6,1.5,0.5,49.2,5.6
137,396.8,44,33211,16.2,90.3,3.9,0.6,56.4,4.7
222.3,431,32,4070,28.3,59.9,30.4,2.8,47.1,7.09
158.6,429.7,64,222742,10.8,81,11.8,2.1,64.7,5.8
198.5,490.4,33,44568,27,43.6,49.6,0.5,36.9,6.68
155.3,451.4,66,1024198,11.5,67.6,20.7,6.1,51.3,5
185.4,447.7,33,20155,22.8,39.3,50.9,0.3,43.2,4.8
167.9,453.6,32,12385,26.8,46.7,48.9,0,42.5,3.1
136,414,41,52906,26.2,94.1,1.1,0.9,43.2,2.8
191.3,458.6,36,124132,23.3,57.3,31.3,1.2,44.5,5.7
183.5,441.2,33,68502,23.4,91.21,4.47,0.3,54.2,3.8
199.1,452.4,39,81714,23.9,50.9,38.4,0.93,42.6,4.9
179.7,449.1,40,37585,17.2,91.4,3.4,0.1,49.9,6.5
178.6,512.6,35,17587,20.6,96.5,1.18,0.19,56.7,3.9
140,405.2,45,2359,10.2,93.3,1.3,1.2,60.8,4.05
173.1,479.1,52,11099,10.3,94.5,0.94,2,51.5,8
169.9,462.9,39,6753,29.9,42.7,0,0.1,42.41,9.49
174.1,430.4,56,6716,9.7,94,0.89,0.23,53.5,4.6
209.3,472.9,60,3294,7.4,95.6,0.1,0,55.8,9.9
166.8,448.3,62,2308,8.3,97.9,0,0.2,50.3,6.8
141.6,438.9,66,92991,8.2,92.3,0.91,0.7,50.3,6.1
143.4,462.5,53,171512,11.3,90.1,3.2,2.7,42.7,6.4
170.7,406.8,54,3828,9,96.2,0.1,0.3,60.1,7.1
126,320.2,51,5104,11.7,96.4,1.48,0.3,58.63,12
93.8,330.6,67,2450,8.3,95.7,0.5,0.9,58.4,14.4
127.1,355.6,72,4646,9.5,83.8,0.1,1.3,58.1,4.71
227.6,532.1,47,2365,10.7,93.3,0,0,44,8.2
166.9,352.4,44,3402,13.2,96.9,0,0.5,53.9,6.27
174.5,516.2,54,3356,8,97.6,0.1,0.68,55.8,6.31
205.2,403,53,1845,10.7,97.5,0,0,49.1,6.5
162.5,462.5,50,70916,16.7,89,2.5,2.3,43.9,5.41
147.3,385.4,39,2388,16.1,97.5,0.3,0,55.1,7.28
232.3,535.5,51,2314,9.5,96.8,1.2,0.2,60.5,7.69
160.3,481.5,50,2704,11.1,96,0.7,0,62.5,15.2
104.8,336.1,46,2417,14.1,96.8,0,0,65.1,7
134.7,370.5,53,4125,9.7,98.5,0.12,0,58.3,4.7
108.8,360.6,44,1935,11.9,98,0.3,0.3,56.95,4.4
148.3,429.1,48,5968,12.3,97.3,0.2,0.2,52.1,12.3
125.9,424.9,40,2759,13,96.7,0.3,0.51,55.6,4.7
124.6,254.7,81,12826,8.6,78.3,0.8,0.4,53.6,8.2
153.1,515.6,56,9744,10.1,91.1,0.1,0.1,58.1,6.1
151.9,482,74,8853,7.3,95.9,0,0.2,59.2,2.63
165.2,487.9,54,30310,9.2,92.5,0.6,0.1,52.9,6
196.8,485.1,66,10331,9.3,66.1,0.1,0.7,49.8,5.6
205.3,436,45,2968,10.8,96.3,1.4,0,49.2,10.4
137.6,338.6,62,1846,10.6,92.5,0.3,0.16,66.2,15.43
177,381.4,56,7091,8.9,94.9,0.24,0.1,52.7,8.2
106.5,357.4,39,4312,11.6,96.6,0.52,0,51,9.3
164.9,436.3,51,11630,12.3,87.3,0.1,0.58,43.3,2.6
181.4,447,56,5448,8.4,97.2,0.6,0.3,51.7,9.3
151.7,403.5,60,2571,7.7,98.3,0.2,0.5,58.3,4.9
137.7,456.9,57,16402,9.7,94,0.47,0.34,53.7,6.6
216.9,474.1,35,14649,31.6,20.1,0.5,0.3,37.7,6.73
188.2,579.7,58,3876,7.3,96.1,1.1,0.6,54.8,6.28
124.8,374.8,44,1310,16.1,98.3,0,0,55.7,5
259.1,481.1,33,4370,33.6,14.1,0,0.2,31.7,8.23
131.8,425.7,76,32154,7.6,92.6,1.1,1.3,52.6,10.5
117.6,341.9,59,1956,7.1,99.6,0,0,54.1,7.1
172.5,471,53,21103,11.6,94.5,0.52,0.5,45.3,5.2
169.4,527.4,51,2272,10.9,90,0,0.1,57.9,16.5
158,475.3,58,8014,8.9,96.4,0.6,0.3,51.4,4.2
178.3,475,54,55347,13.1,77.4,18.7,1,56.1,5.9
174.3,454.6,49,203709,13,86.4,9.6,0.7,53.9,5.4
195.9,445.2,41,43943,18.1,84,10.3,0.3,54.9,6
201.7,468.1,36,18433,20.4,72.4,25.7,0.45,46.1,7.13
212.3,430.8,36,20838,22.7,70.8,26,0.1,51,5.2
194.7,490.9,37,41053,14.9,96.8,0.3,0.5,52.9,4.7
166.2,401,57,249672,11.9,87.9,1.5,3.5,60.6,5.8
198.2,426.3,39,37222,16.9,96.5,0.4,0.46,54.96,9.04
214,456.2,32,11094,27.4,60.6,29,0,46.7,5.1
202.4,364.5,39,5229,18,76.4,22.2,0.2,53.9,3.1
167.6,380.4,36,27704,17.9,94.4,0.6,0.4,54.7,6.3
229,403.9,29,11027,32.1,42.8,53.9,0.3,41.8,9.3
170.4,401.9,38,22633,21.5,73.3,23.9,0.8,44.1,3.7
137.6,398.5,35,13170,25,55.9,43.3,0,45.2,4.3
228.7,433.2,33,15109,19.9,96.4,0.4,0.1,48.8,8.8
188.5,460.8,40,25467,15.2,97.2,0.5,0.3,55.4,4.1
163.4,462.3,43,8311,16.6,86.7,11,0.1,58.4,3.5
210,414.9,37,24114,24.1,60,35.6,0.7,47.4,6.78
167.2,443.9,42,21019,18.3,85.4,12,0.1,50,5.79
191,387.1,42,104354,22.3,81.3,13.7,1.2,46.3,5.1
195.3,439.8,43,61703,16.6,90.9,1.1,1.7,56.8,5.98
242.9,389.9,35,48963,27.3,45.6,50.9,0.6,38.61,7.95
230.9,433.4,38,17284,22.3,74.9,23,0.6,49.6,3.8
250,472.7,34,7604,21,55.4,41.2,2.2,46.5,1.7
194,453.8,36,24675,24.9,53.6,45.3,0.4,46.6,2.6
186.9,455.6,33,11965,27.3,49.9,48.1,0.1,38.2,5.62
190.6,455.8,36,18778,24,68.1,28.79,0.3,50.4,4.4
174,449,51,121552,14.7,84.1,11.3,1.3,51.1,4.8
201.6,396.3,40,17702,17.5,94.8,0.9,0.3,54.2,7.6
175,394.1,33,12204,22.6,97,0.1,1.5,58.3,8.1
196.4,464.4,40,97177,18.7,85.3,8.3,0.6,47,3.9
190.5,502.9,46,18102,13.3,93.8,3.8,0.5,59.3,5.5
194.5,414.1,42,44196,16.3,96.2,0.9,0.1,53.3,5.7
185,380.6,33,22084,24.4,65.4,29.8,0,46.4,6.2
200.3,422.1,37,33426,18.7,85.8,11.7,0.2,53,3.91
190.8,477.4,35,13555,19.5,81.7,14.5,0,50.8,5.2
220.6,434.6,37,13300,18.8,67.7,21.8,0,47.3,5.7
170.1,438.6,41,37052,18.6,94.4,2.1,0.87,51.6,4.4
184.1,420,32,13445,22,97,1.2,0.22,55.2,4.81
233,532.1,32,17338,25.1,79.6,17.3,0.2,40.5,5.7
204.1,502.1,35,71565,26.8,41.5,55.6,0.8,38.2,4.81
176.9,395.3,34,26141,19.7,91.9,1.92,1,54,8.6
195.2,364.1,32,6996,27.5,60.9,38.2,0.2,42,3.5
213.5,442.5,34,16779,23,97.3,0.9,0.1,47.9,5.8
217.6,382.4,28,9650,39.3,42.7,56.4,0,38.9,12.4
194.4,402.4,37,13820,29,66.6,31.1,0,49.4,8
196,460.7,40,15018,17,94,2.9,0.4,55.9,4.2
205.5,392.5,37,12472,18.2,73.8,20.69,0,45.9,2.7
221.2,424.7,36,21714,21.1,93.2,1.8,2,50.8,8.8
204.9,492.3,54,71645,12.3,89.3,6.09,0.6,58.1,7
195.3,393.4,39,15767,18,94.9,0.46,0.6,60.9,3.2
213.7,442,33,16185,20.3,96.6,0.3,0.72,57.4,5.89
212.3,423.4,40,43908,20.8,71.4,24.9,0.1,43.9,7.4
236.4,403.3,33,43738,27.1,61.7,34.6,0.3,43.7,7.4
229.9,515.3,30,7399,28.1,55.9,40.7,0.5,37.9,9.8
146.2,400.3,34,8970,20.1,94.4,0.74,0.7,55.8,4.2
210.7,407.9,30,8558,25.1,67.2,30.8,1.3,48.2,5.1
173.3,430.4,46,51211,16.8,76.8,17.4,1.2,49.9,4.9
203.6,397.4,35,7913,20.1,95.4,0,0.5,56.6,3.5
198.5,426.8,34,24358,23,57.2,40.2,0.2,43.85,6
209.9,484.6,40,10189,17.3,93.7,2.08,0.1,57.42,2.9
248.7,438.5,28,19513,35.3,36.7,61.5,0.1,32.8,6.8
184.3,401.8,36,10824,20,89.3,3.1,0.5,52.5,8.5
247.1,480.5,35,24040,21.9,89.3,8.3,0,46.9,7.9
187.2,396.4,33,20216,22,92.7,0.21,0.4,49.5,6.7
207.1,475.7,39,63390,18.3,91,3.2,0.7,53.1,5.2
196.7,449.5,39,8291,18.7,86.1,12.32,0.12,50.3,7
182.7,472.3,45,392664,16.1,58.63,35.7,2.1,40.7,5.1
190.5,443.3,43,54354,16.7,79.6,15.6,0.33,48.2,3.67
212.5,425.6,37,17469,18.3,96.5,0.7,0,51.2,7.3
202.9,375.9,30,26589,33.4,43.4,51.9,0.3,37.1,6.91
169,461.3,55,117460,8.7,90.4,5.8,1,55.4,5.1
207.4,410,33,10513,23.7,89.5,0.2,2.9,57,3.42
219.4,445.8,31,7869,23.3,95.5,0.3,1.1,56.9,4.1
187.5,429.4,39,127780,22.1,81.41,6.3,4.4,47.9,6.4
179.5,388.4,37,17290,20.4,66.3,4.9,0.53,52,5.67
190.4,493.4,32,16912,21.6,95.7,0.4,0.6,49.8,6.6
171.7,408.4,30,12456,24.4,96.7,0,0.24,53,5
218.7,494.4,40,40144,23.1,64.7,32.8,0.6,47.8,5.5
178.9,424,32,16771,22,95.2,0.9,0.17,50.7,4.2
173.1,430.3,45,225477,19.3,78.7,3.3,2.5,47.3,5.3
201.4,473.3,42,79161,19.4,91.1,4.6,0.56,54.5,5.5
215.9,492.6,29,6741,25.1,69.9,26.8,1.1,40.3,5.9
207.9,445.9,37,21713,17.4,82,2.73,1.5,54.7,5
147.7,413.4,76,1638215,12.5,44.7,11.66,27.7,48.3,5
166.6,469.8,54,37001,12.9,86.5,2.3,1.5,55.3,3.7
178.7,489.2,42,225411,21.9,83.3,1.43,4.3,42.8,5.5
157.4,413.9,53,44828,13.7,92.1,0.58,0.9,54.9,2.9
153.3,400.2,48,21482,14.3,85,0.71,1.96,57.6,6.6
211.9,482.9,34,10724,18.8,67.4,30.7,0,43.3,2.5
151.5,456.3,80,1126745,10.5,60.5,8.9,15.3,53.8,5.1
185.4,431.6,41,27254,22.4,76.46,2.9,2.2,42,9.3
151.5,458.6,70,184452,11.4,86.7,0.98,3.95,58.9,4.8
152.8,412.6,43,974861,27.5,59.6,5.1,9.8,46.8,6
165.2,443.4,43,28017,17.1,85.3,1,2.5,50.8,6.1
177.4,459.5,40,135727,21,81.3,1.3,2.64,40.6,5.2
130.3,387.9,38,180191,23.6,70.9,2.9,1.55,51.6,7.02
138.1,408.4,49,18260,14,82.7,1.1,1.3,40.3,4.5
161.3,419.5,47,882176,24.5,74.7,5.66,4.6,51,6.63
156.8,431.5,38,29457,22.7,68.6,0.2,0.4,49.6,7.4
159.7,430.2,53,66418,12,93.6,0.5,0.6,49.2,5.2
126.9,371.2,37,2408,19.1,96.2,0,0,58,5
174.6,460.7,36,19052,19.2,96,0.1,0.6,50.9,4.7
130.6,349.8,43,1683,15.4,94.7,0,0.3,65,8.6
129.5,378.7,41,7915,12.6,95.7,0.77,0.05,53.3,3.2
198.6,573.8,36,1830,18,98.5,0,0.47,52,3.9
188.8,538.8,36,4251,17.3,98.4,0.1,0.2,46.8,3.3
158.9,420.1,44,114181,15.8,92.2,0.46,1.3,43.4,3.8
196.6,587,39,4582,19.1,95.8,0.19,1.1,56.7,7.61
140.9,459.2,42,15972,14.7,96.3,0.5,0.1,47.8,3.3
151.2,456.8,41,4169,15.7,87.2,0,0,55.6,9.45
171.7,424.8,39,6184,20.3,82.2,0.3,0.39,48.9,5
161,462,40,6840,20.2,92.3,0.5,1.1,49.8,6.11
151.6,404.2,42,41373,17.2,95.6,0.3,0.5,51.4,4
170.1,435.5,65,11960,8.2,94.6,0.4,0.4,51.2,9.16
182.6,509.5,37,11476,23.8,37,0.1,0.2,42.4,6.55
164.6,490.7,50,9398,20.5,61,0.2,0.6,52,4.6
151.3,439.6,32,11336,20.7,91.5,0.1,0.3,55.9,8.6
165,403.1,52,3687,10.2,92.8,0.1,0.2,49.8,3.6
171.4,445.5,39,34622,19.5,94.7,0.5,0.7,39.6,4.51
127.4,519.3,60,9486,8.4,95.7,0.18,0.5,64.2,3.64
165.6,473.1,45,3634,12,96,0.19,0.7,62.6,9.2
164.9,447.8,46,6104,13.9,95.2,0.1,0.3,58.6,8.58
174.2,475.5,45,5087,17.2,90.8,0.2,2.2,53.3,6.56
129.5,424,46,7659,12.4,86.4,0.2,0.2,55.4,5.68
149.4,382,35,2110,19.5,96,0,0,53.9,5.1
214.4,373.3,43,1130,11.7,100,0,0,51.8,17.9
168.9,475.8,51,157048,12.3,90.69,0.7,0.74,47.8,5.12
157.5,485.3,48,31587,12.5,94.9,1,1.2,49.9,5.43
139,472.7,50,6414,14,98.2,0.1,0.3,60.1,8
171.1,520.4,52,5315,10.3,99.3,0.1,0.1,57.5,4.4
159,434.4,55,11337,11.4,92.7,0.1,0.3,55.2,6.4
135.2,384.9,39,2006,13.9,97,0.8,0,54.9,9.2
156,358.2,42,2946,12.8,97.5,0,0.19,53.1,0.4
159.1,443.6,51,48863,12.5,93.3,1.2,1.3,51.2,4.9
201.4,485.1,49,6585,10.6,95.7,1,0.5,57.9,7.4
167.3,399.5,54,8115,9.2,96.8,0.6,0.6,56.5,11.3
193.1,478,66,25512,6.9,96.8,1,0.6,61.3,7.94
120,334.6,54,8564,10.4,98.7,0.1,0,60.7,6.34
172.1,462.8,52,3956,9.3,98.1,0,0,59.7,7.49
148.7,395.1,43,5848,13.3,91.6,0,0.3,61.7,4.05
122.2,439.5,55,10167,9,96.1,0.2,1.24,48.9,11.7
148.9,506.7,55,6309,11.3,96.8,0.5,0.4,57.2,8
163,394.5,50,10520,10.3,91.2,2.1,0.1,54.9,6.5
128.3,370.9,56,9125,9.1,96,0.03,0.3,57.4,7.27
159.7,429.8,45,10806,13.4,97.4,0.81,0.4,56.3,7
177.8,396,50,20781,14.8,68.5,4.1,3.17,57.5,9.8
155.4,370,40,9055,18.8,89.3,0.53,1.8,50.3,7.4
139.7,409,47,23886,13.7,89.2,4.7,0.1,54,8.1
104.6,402.3,44,1921,11.8,95.9,0,0.1,50.4,2.9
168.3,447.2,52,5797,10.7,95.6,0.4,0.1,55.6,7.1
177.9,487.5,50,36706,12.9,95.8,0.5,0.6,52.3,7.2
179.7,476.6,52,550064,14,79,11.3,3.1,45,5.9
151.9,406.9,45,1799,13.8,98.5,0.1,0,55.4,5.8
150.3,423.8,54,5619,10.1,97.19,0.9,0,53.4,6
119.2,339.4,44,2985,13.6,98.1,0.1,0.2,58.3,8.06
127.2,443.6,48,2624,13.7,98.3,0,0,58.1,3.6
145.5,482.7,44,4862,12.7,97,0.12,0.18,51.1,5.3
165.2,463.1,50,21900,11,96.7,0.43,0.4,54.4,6.42
128.2,419.3,38,1918,15.6,97.4,0.2,1.1,58.8,4.7
141,482.9,40,2028,11.8,98,0.6,0,49.2,3.1
187.4,445.3,55,1973,9.1,97,0,0,64.6,1.4
149,404.4,43,2429,12.7,98.3,0.69,0.3,56.9,6.6
160.8,469.4,48,61680,14.7,92.8,2.2,1.12,49.1,9
155.8,411.9,62,9190,6.9,96.6,0.5,0.2,60.8,3.39
223.9,445.6,46,3452,11.4,97.4,0.2,0.3,55.9,5.4
183.7,501.5,40,2883,13.8,99.3,0.1,0.1,49.6,9.8
155.3,407.3,46,10313,12.5,97.4,0.1,0.38,57.9,8.2
155.2,450.8,51,6409,11.5,98.1,0.1,0.2,56.9,10.3
201.3,379.5,44,7263,11.5,97.2,0.01,0.2,51.3,5.1
185.6,425.6,48,5173,13.9,87.4,7.12,0.8,51,4.3
136.4,440.9,56,6585,9.6,98.1,0.15,0.3,55.2,12.8
161.3,411.5,45,8063,12,96.5,0.6,0.4,51.1,2.7
203.8,401.5,45,3689,11.7,96.3,0.3,0.6,52.7,9.9
161.7,461.2,42,8543,14.9,87.5,0.1,0.5,54.8,6.87
153.5,425.9,52,306468,14,87.3,4,4,46,6.2
167,456.8,49,35656,14.5,95.63,0.8,0.51,50,5.8
161.2,473.4,51,35039,13.7,92.2,1.2,0.7,51.7,7.12
163.6,448.8,50,7787,10.4,96.3,0.49,0.1,55.9,4.2
131.6,444.6,46,4854,14,96.1,0.8,0.31,49.7,5.8
141.8,395.7,48,3595,11.7,99.6,0.05,0.05,54.3,7.39
164.7,398.7,49,7046,13.6,96.2,1.1,0.47,52.9,8.9
154.3,431.1,43,4329,13.4,98,0,0.8,53.4,7.1
149.1,410.1,51,15984,10,96.5,0.11,0.49,52.8,8.15
171.1,425,42,2659,12.2,99.1,0,0,54.3,1.1
147.5,327.2,56,2944,10.4,98.8,0.1,0,62.4,6.59
173.5,409.2,54,9296,9.5,97.1,0.2,0.1,57.5,2.55
159.5,426.4,53,7208,10,98,0.1,0.2,59.3,9.2
155.1,424.5,61,32847,8.4,95.5,0.28,0.6,55.2,5.3
187.7,417.6,58,5202,8,96.5,0.2,0.4,60.1,7.07
172.7,428.4,43,10829,11.7,97.2,1.43,0.4,55,2.8
192.2,444,44,8094,14.4,93.3,0,0.26,51.8,6.96
187.3,502.1,46,1381,15,95.6,0.71,0.2,52.6,3.4
181.9,529,51,14282,10.1,91.6,0.79,2.7,53.9,3.06
169.9,463.5,74,175692,5.3,88.8,4.2,2.1,59.2,7.3
176.2,428.6,61,21016,8.2,97.3,0.7,0.27,59.5,6.02
160.2,419.7,47,36261,15.6,93.3,0.87,0.7,48.1,6.3
190.8,472.2,48,678889,19.9,62.4,27.6,3.21,37.3,5.8
212.3,431.5,37,11660,19.9,94.1,2.8,0.3,50.7,4.42
202.8,422.5,38,19182,20.1,94.8,1.4,0.6,51.7,6.3
199.1,497.9,45,51487,14.3,92.3,3.9,0.5,54.9,5
185.6,408,43,37893,19.6,82,13.3,0.6,50.4,6.48
174.7,471.4,56,39165,14.7,69.6,27.6,0.7,58.1,5.3
230.9,496.6,30,17917,28.1,97.9,0.2,0.3,51,5.1
180.5,465.4,43,41449,16.5,90.1,3.16,0.76,52.98,5.3
214.7,460.4,37,49399,19.5,78.9,18.5,0.3,48.7,4.8
199.9,469.4,41,28946,16.9,86.1,10,0.7,51.9,4.4
211,496,35,22846,21.9,97.3,0.83,0.2,57.9,3.5
194.7,469.7,36,68580,17.7,95.3,2.2,0.5,51.2,3.9
218.9,460.3,28,13441,26.1,81.9,0.2,0.23,46.9,5.1
197.9,489.4,37,63402,23.4,88.6,4.05,0.7,49.6,5.3
172.9,470.9,48,354098,15.9,75.1,19.8,2,47,5.34
230.9,483.5,27,6572,29.5,97.4,0.5,0.1,47.6,8.01
213.7,480.3,35,25707,25.3,56.2,41.9,0.4,44.2,4.6
185.9,456.8,36,25756,21.7,94.1,3.2,0.3,52.9,4.9
211.8,500.6,39,56471,19.6,96.2,1.4,0.37,50.3,4.2
183.7,457.4,35,18023,24.7,46.2,49.3,0,42.8,4.5
204.5,467.1,39,28015,19.1,89,7.6,0,50,4.4
219.1,479.3,37,32147,20.5,89.5,8.62,0.2,51.3,4.38
213.5,509.6,37,24363,20.2,92.1,4.8,0,52.1,6.6
219,457,39,8149,19.1,94.3,2.69,0.18,54.9,3.77
222.6,527.3,42,18135,17.6,95.1,3.2,0.2,54.1,5.1
196.5,449.1,35,11509,23.4,96.7,0.7,0.03,50.3,4
185.3,484,41,53240,17.8,94.8,2.6,0.2,55.6,4.1
211.3,414.7,31,17830,26.4,93.4,3.9,0.13,55,5.3
181.6,484.4,47,451324,17.7,85.7,9.1,2,46.7,4.8
247.6,413.7,28,7576,41.9,68.7,26.8,0.3,43.7,4.7
218.3,484.4,33,26936,24.8,61.9,35.1,0.5,41.5,5.5
187.3,438.8,34,42564,21.8,95.1,1.9,0.5,54,7.67
217.1,538.7,36,11854,20.3,94.3,1.6,1.94,54.2,4.56
193,421.9,41,33743,16.5,89.3,5.2,0.1,49.44,6.7
170.6,467.4,53,51130,13.6,95.7,1.3,0.8,61.1,4.2
195.9,447.5,39,52639,17.4,92.6,4,0.46,53.2,4.5
210.7,433.7,34,26066,23.5,91.7,6.22,0,51.1,3.8
211.2,531.4,36,23177,19.3,96.3,0.3,0.9,54.1,5
176.3,434,43,97610,20.9,59.9,37.05,1.2,46.4,5.8
220.2,521.2,40,28487,20.6,93.5,1.52,0.37,52.1,2.2
216.9,490.5,42,31552,15.5,89.4,7.2,0.5,52.4,3.4
187.4,450.4,51,87757,15.5,84.1,11.7,0.75,50,5.3
229.6,461.4,34,11830,20.8,96.2,1.6,0,54.9,5.1
207,482.9,37,45771,20.6,95.1,2.2,0.3,59.5,6.56
195.4,446.6,50,193479,13.9,71.7,19.23,2.1,53.6,6.7
137.3,408.9,50,6322,12.5,94.4,3.86,0,60.4,0.7
191.1,488.7,36,21498,23.4,94.2,4.3,0,57.4,3.7
215.6,455.6,40,30639,20.8,86.3,10.5,0.3,50.5,4.1
220.1,470.1,35,22129,18.9,97.7,0.81,0.3,59.1,3.8
198.4,492.4,33,7929,23.6,94.9,2.8,0.1,49.1,9.32
160,483.4,31,5146,19.2,97.7,0.7,0,63.2,8.7
244,480.2,36,16773,20.3,96.7,0.3,0.1,54.9,1.6
189.2,442.4,37,74553,20.8,94.2,2.4,1.1,46.1,3.6
193.5,532.5,37,32526,22,94.5,2.49,0.1,49.1,6.64
198.7,492.7,43,52753,18,94.4,2.6,0.5,52.8,3.1
187.2,496.6,52,68570,13.4,87.7,7.5,0.5,57.7,6
177.6,450.4,53,298612,14.7,79.7,13.48,3,53.06,4.9
255.9,535.4,31,21950,24.5,98.3,0.22,0.1,49.5,5.68
227.4,465.4,44,14811,18.7,89.7,0.2,0,54.9,3.24
185.2,493.9,39,95946,17.7,94.5,0.7,1.2,53,6.4
202.7,461.5,44,938069,23,40.2,52.7,2.5,37.7,6.4
225.1,486.5,43,19295,15,95.52,2.3,0.2,57.3,3.6
230.1,514.7,41,13259,17.5,93.5,1.6,1.2,57,3
187.2,472.8,38,156791,18.5,94.6,1.9,0.6,50.3,4.8
162.5,470.6,58,175989,11.3,88.7,6.9,1.3,57,5.1
208.4,484.6,52,61870,15.4,78.2,18.2,0.76,54.5,6.8
217,462.6,40,8042,17.5,85.9,12,1.2,52.1,9.78
196.1,444.8,37,17860,20.1,97,0.8,0.3,50.3,6.4
221.3,526.2,37,19119,22.6,98,0.6,0.1,54.8,3.5
174.1,468.4,34,5677,20.6,97.1,0.6,0.8,56,4.5
209.6,453.3,36,40435,19,91.9,1.3,0.49,47.41,7
176.7,451.1,43,126302,16.7,92.1,3.9,1.4,47.9,4.08
201.4,434.8,33,16748,23.3,92,6.2,0.25,55.3,6.41
205.4,443.1,36,33960,21.5,88.4,9.1,0.1,49.5,5.01
203.7,459.9,35,26521,21.9,95.8,1.73,0,55.1,5.2
139,443.4,97,211672,5.6,89.8,4.4,3.6,70,4.47
179.2,463.3,60,128911,10.1,88.3,6.76,1.33,58.4,4.3
245.2,394.3,42,57580,20.4,74.2,21.2,0.6,52.9,7.1
182.2,401.3,66,18105,10.7,92.3,1.96,0.4,62.7,10.8
168.3,499.2,42,88255,17.9,78.4,15.1,1,51.1,5.7
194.6,433.4,44,25350,17.5,88.7,1.68,1.66,55.8,8.1
138.8,289.2,58,8715,9.4,94.1,1,0.47,65.3,3.58
213.4,435.7,55,1947,11,90.1,1.2,0,67.9,2.9
169.1,387.6,52,48435,16.9,91.7,0.8,0.3,53.2,5.6
160.1,398.2,58,29563,11.2,84.8,8.8,0,58.7,4.6
110.4,334.4,36,7210,19.9,84.9,2.06,0.4,58.2,2.6
140,388.9,50,21269,13.5,93.5,1.4,0.22,56.6,6.42
181.8,415.6,52,80527,14.7,81.1,7.9,0.9,55.8,4.6
